,S2_PM10,S2_PM25,S2_SO2,S2_CO,S2_03
3559,,27.31,,,
3560,,20.72,,,
3561,,,,,23.85
3562,,,,1729.48,
3563,54.0,,,,
3564,,,,2878.97,
3565,,,11.37,,
3566,,14.21,,,
3567,,,10.49,,
3568,,,10.31,,
3569,,,10.17,,
3570,76.9,,,,
3571,,,,,5.22
3572,62.5,,,,
3573,,,9.2,,
3574,,,,1257.99,
3575,,,,1152.56,
3576,,,,1130.85,
3577,,,,,5.99
3578,,,10.46,,
3579,59.9,,,,
3580,,,,,14.48
3581,,,,,24.81
3582,,18.97,,,
3583,,,,,41.56
3584,54.5,,,,
3585,,,,1103.86,
3586,46.8,,,,
3587,,5.74,,,
3588,38.5,,,,
3589,,,,,6.55
3590,,6.6,,,
3591,76.5,,,,
3592,,,,2448.42,
3593,,,10.02,,
3594,,,9.98,,
3595,63.7,,,,
3596,,14.21,,,
3597,,17.3,,,
3598,,,9.22,,
3599,,12.94,,,
3600,54.5,,,,
3601,54.7,,,,
3602,,,,1519.08,
3603,,18.61,,,
3604,68.4,,,,
3605,,,10.17,,
3606,,,10.46,,
3607,,,,,24.88
3608,,,10.39,,
3609,,,,,32.92
3610,,,10.86,,
3611,,,10.79,,
3612,51.5,,,,
3613,61.8,,,,
3614,,,,2644.52,
3615,,,,2643.97,
3616,,17.76,,,
3617,,,10.22,,
3618,,,,,5.98
3619,,,,1769.62,
3620,,,,1570.1,
3621,59.5,,,,
3622,,,,1342.52,
3623,,,,1361.82,
3624,,,,,5.89
3625,47.0,,,,
3626,62.8,,,,
3627,,,11.38,,
3628,74.4,,,,
3629,78.1,,,,
3630,,,,1331.98,
3631,,,10.98,,
3632,,,,1229.16,
3633,,11.24,,,
3634,,,11.17,,
3635,,10.1,,,
3636,,,,,14.61
3637,,,,,14.22
3638,,,,1436.51,
3639,45.9,,,,
3640,55.5,,,,
3641,48.7,,,,
3642,,,,1349.36,
3643,,,,1285.71,
3644,,,,1408.12,
3645,,,,,13.2
3646,,5.35,,,
3647,,,9.08,,
3648,,4.85,,,
3649,,,8.86,,
3650,,,9.06,,
3651,23.0,,,,
3652,,,9.19,,
3653,,,,,8.68
3654,,,9.83,,
3655,,,,,9.21
3656,15.9,,,,
3657,,,,1157.69,
3658,,,,1257.26,
3659,,,,1440.9,
3660,,,,,7.01
3661,,,9.62,,
3662,,8.25,,,
3663,29.0,,,,
3664,,,,1470.56,
3665,,,,,20.97
3666,,,,1424.0,
3667,,,,,23.59
3668,,,9.95,,
3669,,,9.94,,
3670,,,,1759.67,
3671,,,,,5.65
3672,,10.91,,,
3673,45.2,,,,
3674,,,,2020.28,
3675,,,,,5.6
3676,,,9.13,,
3677,,,,,5.11
3678,,,,1572.11,
3679,27.7,,,,
3680,,12.95,,,
3681,,,,1914.35,
3682,,13.11,,,
3683,,,,1894.38,
3684,,,,1891.16,
3685,,,,1635.63,
3686,47.7,,,,
3687,,,,1495.67,
3688,,14.8,,,
3689,,,10.7,,
3690,,,,1828.81,
3691,38.7,10.77,10.87,2279.82,6.12
3692,,16.58,,,
3693,,18.98,,,
3694,,22.42,,,
3695,72.1,,,,
3696,,,,,5.43
3697,,32.3,,,
3698,,,,2506.89,
3699,77.3,,,,
3700,,,,2022.46,
3701,65.1,,,,
3702,,13.74,,,
3703,,,,,5.41
3704,,11.43,,,
3705,,9.42,,,
3706,,,10.0,,
3707,,,,,8.44
3708,,,,,10.48
3709,,19.03,,,
3710,,,10.69,,
3711,,,,1795.63,
3712,,,,1725.0,
3713,61.5,,,,
3714,84.6,,,,
3715,,,11.91,,
3716,,,13.0,,
3717,,,,,5.72
3718,,,,3952.59,
3719,127.4,,,,
3720,136.4,,,,
3721,,37.94,,,
3722,,,,,5.2
3723,,,,3226.41,
3724,,,,,5.42
3725,,,,2296.2,
3726,,,,2205.12,
3727,,,,1980.54,
3728,,,,,5.73
3729,,,,,5.92
3730,,,,,7.04
3731,,,,2035.54,
3732,,,,1957.24,
3733,,18.14,,,
3734,53.4,,,,
3735,,21.07,,,
3736,,26.04,,,
3737,85.4,20.62,10.47,2174.21,8.56
3738,,,,2932.48,
3739,,,11.6,,
3740,,,,,4.95
3741,,34.67,,,
3742,,,,,5.3
3743,,,,4301.83,
3744,338.1,,,,
3745,,29.46,,,
3746,,,,3165.28,
3747,,,,,5.15
3748,97.0,,,,
3749,115.5,,,,
3750,,,,1930.57,
3751,,15.83,,,
3752,,,,,6.02
3753,,,,2739.14,
3754,1126.8,,,,
3755,,,,,5.73
3756,,26.45,,,
3757,,,11.97,,
3758,99.1,,,,
3759,,,10.53,,
3760,86.5,,,,
3761,87.6,,,,
3762,,,12.72,,
3763,,,,5112.55,
3764,,,,6309.1,
3765,,,,5759.13,
3766,,,,,5.57
3767,,,,4509.55,
3768,,,11.78,,
3769,,,,,5.7
3770,96.6,,,,
3771,,,,,7.28
3772,69.1,,,,
3773,,,9.99,,
3774,,,,,5.93
3775,,,11.61,,
3776,,,,3766.2,
3777,110.7,,,,
3778,,,,,7.51
3779,,,,2476.67,
3780,,,11.37,,
3781,,,,1948.77,
3782,,,,,12.01
3783,,,10.45,,
3784,,,,,5.2
3785,,,,,5.79
3786,89.0,,,,
3787,,,,,5.82
3788,,,,3362.02,
3789,,,,,5.96
3790,,33.31,,,
3791,,,,3395.39,
3792,,,11.24,,
3793,101.6,,,,
3794,,,,,5.52
3795,,,,2783.93,
3796,,,,,5.46
3797,,,,2275.09,
3798,,,10.83,,
3799,,21.67,,,
3800,,,11.8,,
3801,,30.87,,,
3802,,,,2258.44,
3803,,,,,20.29
3804,,,10.51,,
3805,,,,,19.57
3806,66.0,,,,
3807,65.8,,,,
3808,,,,,9.52
3809,,,9.75,,
3810,,,,,4.8
3811,,,,,6.73
3812,,,,,5.8
3813,,,,2497.78,
3814,,,10.18,,
3815,,21.2,,,
3816,63.9,,,,
3817,,,,,6.2
3818,,14.16,,,
3819,,,9.66,,
3820,60.0,,,,
3821,,,9.42,,
3822,55.9,,,,
3823,,,,,6.16
3824,71.2,,,,
3825,,25.49,,,
3826,,20.3,,,
3827,88.5,,,,
3828,,19.13,,,
3829,84.9,,,,
3830,,,,,20.83
3831,73.8,,,,
3832,,,10.58,,
3833,75.2,24.26,11.09,3311.53,5.02
3834,,25.33,,,
3835,,,9.96,,
3836,,,,2764.75,
3837,74.0,,,,
3838,99.7,,,,
3839,,,,2563.68,
3840,,,,,5.44
3841,,,,,5.29
3842,,,,,5.15
3843,,,,1858.52,
3844,95.1,,,,
3845,,,,1919.88,
3846,,15.28,,,
3847,,,,,6.82
3848,,,9.97,,
3849,,,,1823.43,
3850,,,,,14.42
3851,87.9,,,,
3852,,,10.93,,
3853,79.0,,,,
3854,,,,,18.66
3855,62.7,,,,
3856,,,10.18,,
3857,,28.24,,,
3858,,,,,5.07
3859,114.4,,,,
3860,,34.95,,,
3861,,,,3642.36,
3862,,,10.66,,
3863,,36.02,,,
3864,,37.0,,,
3865,,,,2167.58,
3866,52.3,,,,
3867,,,10.24,,
3868,,,,,12.97
3869,21.7,,,,
3870,,,,,18.41
3871,12.9,,,,
3872,,,9.62,,
3873,,,10.02,,
3874,,,9.98,,
3875,,,,,5.19
3876,,,,3823.88,
3877,,30.75,,,
3878,,,,3876.99,
3879,,,,3936.07,
3880,,,,3664.26,
3881,,36.27,,,
3882,,,10.36,,
3883,,16.36,,,
3884,,,,,13.78
3885,16.5,,,,
3886,,,,1929.5,
3887,,,8.9,,
3888,57.5,,,,
3889,,25.31,,,
3890,,,,2077.24,
3891,,,8.72,,
3892,,18.24,,,
3893,,,,,7.07
3894,45.1,,,,
3895,,,7.86,,
3896,,10.76,,,
3897,,,8.1,,
3898,34.4,,,,
3899,,,,,5.44
3900,,15.19,,,
3901,53.63,16.0,9.35,1904.75,8.87
3902,,15.99,,,
3903,,,9.36,,
3904,,,9.29,,
3905,,,9.31,,
3906,76.77,,,,
3907,,30.26,,,
3908,50.38,,,,
3909,,27.39,,,
3910,,,8.03,,
3911,,,,,8.08
3912,,,8.02,,
3913,19.12,,,,
3914,,,8.14,,
3915,,,,1712.14,
3916,,,,,5.3
3917,,,8.97,,
3918,,,,2138.74,
3919,33.34,,,,
3920,,,8.88,,
3921,42.68,10.84,9.07,1717.54,16.71
3922,,5.64,,,
3923,,,9.9,,
3924,,,,,5.05
3925,61.53,,,,
3926,70.09,,,,
3927,,34.8,,,
3928,,,,,5.47
3929,,37.46,,,
3930,,,,,4.94
3931,76.38,,,,
3932,,,8.89,,
3933,67.91,,,,
3934,,,9.01,,
3935,,,,2507.7,
3936,,,,2229.79,
3937,,,,,5.44
3938,,,,,5.6
3939,45.06,,,,
3940,,,,2098.96,
3941,,,,2013.32,
3942,,,9.29,,
3943,,,9.31,,
3944,,,,,20.25
3945,,,,,19.18
3946,,,,1874.63,
3947,,,,1847.58,
3948,,,,1846.85,
3949,,,,,7.44
3950,,,,1965.38,
3951,,,8.92,,
3952,,,,,6.33
3953,65.91,,,,
3954,69.4,,,,
3955,,27.18,,,
3956,71.72,,,,
3957,,,,,5.73
3958,,24.46,,,
3959,,,,2132.74,
3960,,17.69,,,
3961,,,,,5.49
3962,,,,1894.0,
3963,,,,1668.14,
3964,,,8.67,,
3965,,,8.98,,
3966,,,,1293.54,
3967,,11.59,,,
3968,,,9.45,,
3969,,,8.98,,
3970,,,8.92,,
3971,,,,1365.49,
3972,55.95,,,,
3973,,,,,10.05
3974,71.56,,,,
3975,,9.98,,,
3976,,,,,13.52
3977,,,,1391.45,
3978,,,,1301.52,
3979,106.36,,,,
3980,,,,,15.48
3981,96.93,,,,
3982,,,,1502.95,
3983,,,,1358.47,
3984,,21.39,,,
3985,,26.54,,,
3986,,25.7,,,
3987,,,,,9.63
3988,,,,1919.92,
3989,,20.21,,,
3990,60.78,,,,
3991,59.0,,,,
3992,,,,,19.98
3993,,21.76,,,
3994,,15.95,,,
3995,,,,,11.8
3996,,,9.81,,
3997,,,9.85,,
3998,,,10.13,,
3999,,22.77,,,
4000,75.01,,,,
4001,,25.16,,,
4002,,,,1849.64,
4003,,,,1765.83,
4004,,,8.5,,
4005,,,,1575.24,
4006,,,,,5.0
4007,,,,,5.6
4008,,,,,4.8
4009,48.46,,,,
4010,,,,2054.72,
4011,57.77,,,,
4012,,,9.68,,
4013,,,9.81,,
4014,,,,1804.83,
4015,,,,1752.84,
4016,,11.57,,,
4017,,,,1752.29,
4018,,,,2533.22,
4019,,11.8,,,
4020,,,,,6.03
4021,,,,2841.75,
4022,,,,2681.9,
4023,70.97,,,,
4024,,,9.96,,
4025,,,9.67,,
4026,,,,2315.07,
4027,,,8.98,,
4028,,,,,5.66
4029,,19.16,,,
4030,32.52,,,,
4031,,,,,5.63
4032,,,9.21,,
4033,,,,,6.77
4034,62.4,,,,
4035,71.27,,,,
4036,68.42,,,,
4037,,11.55,,,
4038,,,10.43,,
4039,,,,,14.49
4040,59.8,,,,
4041,,20.31,,,
4042,,21.25,,,
4043,,26.86,,,
4044,,,,,6.13
4045,,,9.93,,
4046,86.8,,,,
4047,,,9.39,,
4048,,,,2315.05,
4049,,319.61,,,
4050,,323.61,,,
4051,,,,,5.51
4052,68.95,,,,
4053,61.81,,,,
4054,,,,,5.31
4055,,,9.85,,
4056,,423.71,,,
4057,0.0,,,,
4058,,22.43,,,
4059,,,,1620.9,
4060,,20.54,,,
4061,,,9.0,,
4062,,,,1752.2,
4063,,,,1653.03,
4064,,15.15,,,
4065,,,,1474.68,
4066,,,,1404.16,
4067,,10.77,,,
4068,,,,1283.68,
4069,,,,1209.94,
4070,,,,1149.72,
4071,,,,1120.44,
4072,,,,1080.4,
4073,,,,,22.26
4074,,,,,19.91
4075,,,,1164.14,
4076,,,,1219.52,
4077,,4.09,,,
4078,29.86,,,,
4079,,5.77,,,
4080,,,8.12,,
4081,,,,1311.39,
4082,,12.26,,,
4083,,10.9,,,
4084,,,,1426.47,
4085,,,,1571.26,
4086,,,,,7.23
4087,23.91,,,,
4088,24.8,,,,
4089,,,,,8.76
4090,,,,,5.94
4091,,21.32,,,
4092,,,,1593.58,
4093,,,8.11,,
4094,,,,,12.6
4095,,12.09,,,
4096,24.29,,,,
4097,,9.42,,,
4098,,,8.22,,
4099,,,8.4,,
4100,,,8.31,,
4101,,,,,9.92
4102,,,,,10.32
4103,,,,1734.17,
4104,57.2,,,,
4105,,,9.17,,
4106,,27.26,,,
4107,,,9.27,,
4108,67.07,,,,
4109,,,,,5.05
4110,,,9.13,,
4111,,,8.82,,
4112,,,,2001.62,
4113,,16.27,,,
4114,,12.73,,,
4115,,,,1524.45,
4116,,,,1422.93,
4117,,,,1295.69,
4118,,,,1215.27,
4119,,,,,17.24
4120,,6.65,,,
4121,,,,,6.6
4122,10.49,,,,
4123,,8.83,,,
4124,,,,1922.55,
4125,,,,1796.53,
4126,,,,,12.56
4127,,,,1609.55,
4128,,,,1592.98,
4129,,,,,16.3
4130,,,,1690.69,
4131,,5.7,,,
4132,,8.56,,,
4133,,,9.34,,
4134,35.45,,,,
4135,,,,2278.99,
4136,,17.46,,,
4137,38.71,,,,
4138,35.91,,,,
4139,,,,,5.18
4140,29.03,,,,
4141,26.51,,,,
4142,28.6,,,,
4143,33.04,,,,
4144,,,,,5.6
4145,,,,,5.28
4146,,,,1834.53,
4147,,16.97,,,
4148,38.96,,,,
4149,,,9.55,,
4150,,,9.47,,
4151,,,,,13.52
4152,,,,,11.66
4153,,18.64,,,
4154,,,9.76,,
4155,,,,,5.95
4156,52.86,,,,
4157,58.94,26.1,10.29,3753.88,5.73
4158,,,,5178.0,
4159,93.68,,,,
4160,,33.86,,,
4161,,,11.12,,
4162,,,10.38,,
4163,,,,,5.63
4164,88.07,,,,
4165,,,,,5.46
4166,,29.15,,,
4167,,28.17,,,
4168,47.82,,,,
4169,,,,,6.46
4170,,,,3325.25,
4171,59.34,,,,
4172,,23.24,,,
4173,,,9.7,,
4174,,,9.43,,
4175,49.57,,,,
4176,,,9.24,,
4177,,16.69,,,
4178,,,,2327.58,
4179,38.24,,,,
4180,,,,,6.45
4181,,7.68,,,
4182,,,8.8,,
4183,,7.07,,,
4184,,,,,7.61
4185,36.78,,,,
4186,,12.96,,,
4187,,,,1848.79,
4188,,,,2061.78,
4189,,,,1964.74,
4190,,,,,8.68
4191,,13.66,,,
4192,,,,1593.28,
4193,,,,,9.3
4194,,,,1584.38,
4195,,16.85,,,
4196,,,,1589.12,
4197,,,,1423.39,
4198,25.13,,,,
4199,,,,1477.72,
4200,,,,1649.99,
4201,,8.76,,,
4202,31.67,,,,
4203,,,9.91,,
4204,,,,,6.58
4205,94.94,,,,
4206,,,,,7.62
4207,,37.21,,,
4208,66.17,,,,
4209,,,,2142.56,
4210,31.27,,,,
4211,,,,1839.68,
4212,,,,1765.5,
4213,,,,,14.89
4214,,,,1574.52,
4215,,9.61,,,
4216,7.97,,,,
4217,,,,1243.01,
4218,,,,1181.99,
4219,,4.97,,,
4220,,,7.99,,
4221,2.66,,,,
4222,,,,,9.35
4223,5.56,,,,
4224,,5.11,,,
4225,7.35,,,,
4226,,,,,7.96
4227,,,,,7.86
4228,,,,,8.72
4229,,,,1329.84,
4230,,,,1385.07,
4231,,,,,8.6
4232,3.55,,,,
4233,3.53,,,,
4234,,,8.14,,
4235,,,,1373.04,
4236,,,,,10.34
4237,,,7.96,,
4238,,,,,10.64
4239,8.56,,,,
4240,,,,1223.98,
4241,10.45,,,,
4242,8.34,,,,
4243,,5.14,,,
4244,10.86,,,,
4245,,5.24,,,
4246,12.03,,,,
4247,,,,1873.47,
4248,,4.28,,,
4249,,,8.49,,
4250,,,,1615.05,
4251,,,,,11.12
4252,,,,,8.48
4253,16.95,,,,
4254,20.08,,,,
4255,16.41,,,,
4256,,,8.52,,
4257,,5.2,,,
4258,,5.9,,,
4259,,7.4,,,
4260,,,,1427.67,
4261,,,,1406.27,
4262,,,,,11.38
4263,,,8.16,,
4264,,,8.31,,
4265,15.63,,,,
4266,,,,,5.33
4267,,13.71,,,
4268,,,9.65,,
4269,,,,2225.67,
4270,,,,,11.24
4271,,,,,12.48
4272,46.23,,,,
4273,,,,,13.26
4274,,9.34,,,
4275,,7.79,,,
4276,,,,2488.16,
4277,,,9.7,,
4278,,,,,5.11
4279,,21.1,,,
4280,,24.66,,,
4281,,,,2856.4,
4282,,,9.51,,
4283,,32.08,,,
4284,,36.01,,,
4285,,35.14,,,
4286,53.01,,,,
4287,49.52,,,,
4288,53.08,,,,
4289,61.37,,,,
4290,,,,2878.02,
4291,65.29,,,,
4292,,,9.87,,
4293,,,,2069.94,
4294,64.55,,,,
4295,61.95,,,,
4296,,,,,10.95
4297,63.36,,,,
4298,,,,,7.26
4299,,,,3076.49,
4300,,,,,5.86
4301,,,,3837.06,
4302,,,,,5.95
4303,,,10.33,,
4304,,,10.12,,
4305,,,,,5.86
4306,,,9.98,,
4307,,,,,5.26
4308,,38.71,,,
4309,,,9.61,,
4310,,46.25,,,
4311,,38.54,,,
4312,,36.53,,,
4313,,,,3726.43,
4314,55.56,,,,
4315,,,11.48,,
4316,,,11.18,,
4317,,,,3441.27,
4318,,,10.72,,
4319,,,10.52,,
4320,,,10.48,,
4321,,,,2683.52,
4322,,6.32,,,
4323,,,9.43,,
4324,,,,2955.54,
4325,,,,3294.53,
4326,,,,3708.96,
4327,,35.94,,,
4328,,40.63,,,
4329,89.77,,,,
4330,80.82,,,,
4331,,,,,5.15
4332,,,,,5.31
4333,63.6,,,,
4334,,24.39,,,
4335,59.14,,,,
4336,,20.88,,,
4337,,,9.27,,
4338,,,9.75,,
4339,,,9.53,,
4340,54.03,,,,
4341,,,,2223.26,
4342,,,,2117.15,
4343,56.77,,,,
4344,,,,,12.01
4345,,18.24,,,
4346,,,,,10.64
4347,,11.29,,,
4348,,14.74,,,
4349,,,,,5.69
4350,,,,,5.99
4351,,,,3168.43,
4352,67.84,,,,
4353,,,,2537.26,
4354,,,,2188.5,
4355,32.71,,,,
4356,,,,,5.64
4357,,,,2320.61,
4358,21.24,,,,
4359,,,,,4.98
4360,,,,2404.54,
4361,21.93,,,,
4362,,,,,11.12
4363,,,,,13.72
4364,,,8.07,,
4365,,,,1791.49,
4366,,,,1778.52,
4367,,6.35,,,
4368,,,8.42,,
4369,,17.97,,,
4370,,,,,15.1
4371,,20.82,,,
4372,17.23,18.15,8.37,1771.09,15.58
4373,18.4,,,,
4374,,10.15,,,
4375,,,,1669.04,
4376,9.54,,,,
4377,,,8.26,,
4378,,,,,19.77
4379,,,,1436.74,
4380,,,8.2,,
4381,,3.55,,,
4382,,3.54,,,
4383,27.14,,,,
4384,,,8.19,,
4385,,6.3,,,
4386,,11.54,,,
4387,23.08,11.62,8.17,1461.98,17.35
4388,,,,1569.22,
4389,18.42,,,,
4390,12.89,,,,
4391,,,,,13.92
4392,,,,,14.38
4393,,,,1667.13,
4394,,,,,12.16
4395,,,8.11,,
4396,,,,1697.84,
4397,,,8.16,,
4398,,,8.19,,
4399,,,8.14,,
4400,,,,,12.66
4401,,,,,16.79
4402,,,8.06,,
4403,,3.15,,,
4404,8.5,,,,
4405,6.96,,,,
4406,,,,1511.57,
4407,,,,1760.8,
4408,13.64,,,,
4409,,,,,8.51
4410,,8.87,,,
4411,,7.2,,,
4412,,,,,11.56
4413,18.75,,,,
4414,,,8.55,,
4415,21.41,,,,
4416,,,,1887.31,
4417,,,,,9.45
4418,,6.0,,,
4419,20.81,,,,
4420,,,9.16,,
4421,,,8.98,,
4422,,,8.93,,
4423,,,8.81,,
4424,,,,1727.73,
4425,,,,1677.63,
4426,,,,,15.47
4427,,,8.75,,
4428,,,,,15.2
4429,11.48,,,,
4430,,5.27,,,
4431,,,,2501.17,
4432,,8.69,,,
4433,,,,,7.9
4434,,,,2388.74,
4435,,11.71,,,
4436,,,,,17.2
4437,,8.56,,,
4438,,7.52,,,
4439,,8.67,,,
4440,,8.13,,,
4441,,,,,12.1
4442,,,,1943.47,
4443,,,9.26,,
4444,,,,,11.18
4445,,6.4,,,
4446,,,9.76,,
4447,,,9.08,,
4448,,,,1916.12,
4449,26.3,,,,
4450,,,8.58,,
4451,,13.74,,,
4452,,11.4,,,
4453,,,,,17.12
4454,,,,,18.72
4455,,,,1766.08,
4456,,,8.95,,
4457,,,,1855.05,
4458,,5.75,,,
4459,20.45,,,,
4460,22.18,,,,
4461,19.53,,,,
4462,,,9.11,,
4463,,9.51,,,
4464,15.93,,,,
4465,,,,,10.45
4466,,,,2220.95,
4467,,10.95,,,
4468,,,9.43,,
4469,,,,2170.89,
4470,,,9.17,,
4471,15.03,,,,
4472,,,,,18.25
4473,,,,,22.28
4474,,,,,22.86
4475,13.57,,,,
4476,11.23,,,,
4477,,,,,18.01
4478,19.35,,,,
4479,,,,,8.19
4480,,8.57,,,
4481,,7.4,,,
4482,22.14,,,,
4483,,,9.68,,
4484,50.16,,,,
4485,,,9.73,,
4486,49.81,,,,
4487,,,,3393.86,
4488,,,,,5.43
4489,,10.29,,,
4490,,,9.19,,
4491,,6.72,,,
4492,47.27,,,,
4493,,8.49,,,
4494,,,9.31,,
4495,,,,,4.85
4496,,,,3308.32,
4497,,,,,5.92
4498,,,,3893.01,
4499,66.8,,,,
4500,,26.06,,,
4501,,26.75,,,
4502,68.79,,,,
4503,,,10.02,,
4504,,,,,9.04
4505,,,10.4,,
4506,59.46,,,,
4507,,,10.67,,
4508,,19.99,,,
4509,,,,3585.41,
4510,,,9.82,,
4511,,,,,5.28
4512,,,9.51,,
4513,,,,,5.19
4514,,36.26,,,
4515,,,8.87,,
4516,65.25,,,,
4517,,,,,5.21
4518,,,,,6.03
4519,,,,2307.36,
4520,,32.73,,,
4521,,,9.4,,
4522,,,,,11.36
4523,,,,,10.37
4524,76.43,,,,
4525,,,,,8.28
4526,,46.45,,,
4527,,42.36,,,
4528,,,9.34,,
4529,,36.61,,,
4530,,,,2631.74,
4531,,,,,5.76
4532,,,,2745.43,
4533,75.9,,,,
4534,71.29,,,,
4535,,,,,5.44
4536,,,,,6.95
4537,,,,,5.25
4538,40.77,,,,
4539,,,9.27,,
4540,37.89,,,,
4541,,,,3080.88,
4542,,,,,5.9
4543,40.7,,,,
4544,,,10.08,,
4545,,,,2617.92,
4546,,,,,13.76
4547,,,,2397.65,
4548,,19.32,,,
4549,37.58,,,,
4550,34.02,,,,
4551,,,9.86,,
4552,,,,2720.75,
4553,,,,,5.59
4554,,15.73,,,
4555,51.22,,,,
4556,61.27,,,,
4557,,36.81,,,
4558,71.77,,,,
4559,,,,,5.26
4560,57.54,,,,
4561,49.98,26.96,9.49,2695.46,6.34
4562,,25.25,,,
4563,,,,2515.6,
4564,,16.11,,,
4565,,,,2249.77,
4566,,,9.0,,
4567,,,,,7.71
4568,,,,2297.41,
4569,,,,,12.65
4570,28.66,,,,
4571,,,,,15.92
4572,20.17,,,,
4573,,,,,10.02
4574,,,,2552.36,
4575,,,8.98,,
4576,,,8.69,,
4577,12.71,,,,
4578,,,8.87,,
4579,,,,,11.79
4580,,,,2027.89,
4581,,,,,12.03
4582,,,,,11.93
4583,,,9.01,,
4584,17.57,,,,
4585,,,8.92,,
4586,10.41,,,,
4587,13.41,,,,
4588,22.31,,,,
4589,,,8.9,,
4590,21.87,,,,
4591,,7.5,,,
4592,,,8.92,,
4593,,,8.87,,
4594,19.27,,,,
4595,,,9.35,,
4596,19.67,,,,
4597,,,,,6.73
4598,,,,,7.51
4599,,15.14,,,
4600,,,,,8.21
4601,14.68,,,,
4602,,,8.61,,
4603,,,,2220.34,
4604,,,8.6,,
4605,6.2,,,,
4606,5.25,,,,
4607,,3.34,,,
4608,,,,1903.34,
4609,,2.97,,,
4610,,2.92,,,
4611,9.81,,,,
4612,,,8.67,,
4613,,2.12,,,
4614,,,8.69,,
4615,8.09,,,,
4616,6.54,,,,
4617,,,,,8.71
4618,,,,2101.1,
4619,,,9.15,,
4620,28.86,,,,
4621,,,,2901.33,
4622,,15.93,,,
4623,,17.4,,,
4624,,,,,5.41
4625,,,9.81,,
4626,,,,,5.41
4627,,,9.35,,
4628,,,,2475.27,
4629,,17.89,,,
4630,38.37,,,,
4631,,,8.92,,
4632,,20.51,,,
4633,30.33,,,,
4634,,,,,5.53
4635,,,9.32,,
4636,34.59,,,,
4637,,,,,6.73
4638,65.79,,,,
4639,,,,,7.39
4640,80.89,,,,
4641,,,10.19,,
4642,,44.91,,,
4643,,53.15,,,
4644,,59.72,,,
4645,91.35,,,,
4646,,,,3600.39,
4647,,,,3154.81,
4648,47.45,,,,
4649,,,,,15.18
4650,,,,,15.2
4651,77.73,,,,
4652,,15.03,,,
4653,,,8.96,,
4654,76.54,,,,
4655,,,,3941.9,
4656,54.02,,,,
4657,,,7.63,,
4658,,,,,15.15
4659,,,8.18,,
4660,,,,4488.55,
4661,,,,,15.82
4662,,,,,19.3
4663,,,,,18.45
4664,,,8.85,,
4665,,,8.3,,
4666,,,,,15.72
4667,85.41,,,,
4668,,,,3224.54,
4669,,,,,15.77
4670,104.74,,,,
4671,,29.99,,,
4672,,,,3429.42,
4673,,29.96,,,
4674,,,7.96,,
4675,,,7.62,,
4676,,,,,15.2
4677,,,7.6,,
4678,,,8.01,,
4679,,18.68,,,
4680,90.2,,,,
4681,,,,3664.85,
4682,,31.1,,,
4683,,,,,17.25
4684,107.41,,,,
4685,,30.2,,,
4686,,26.8,,,
4687,68.45,,,,
4688,,,,,16.94
4689,,,,3705.16,
4690,,,,,15.69
4691,,30.39,,,
4692,,,,,15.4
4693,86.33,,,,
4694,,,,,15.77
4695,83.98,,,,
4696,,,,2692.82,
4697,,,,2667.16,
4698,,24.19,,,
4699,,,,,15.66
4700,,23.76,,,
4701,,25.17,,,
4702,,,,,15.7
4703,,18.46,,,
4704,,,,,16.33
4705,,,9.41,,
4706,87.94,,,,
4707,,,,,19.88
4708,,,,2199.7,
4709,,,,2252.8,
4710,,,8.62,,
4711,,28.13,,,
4712,,34.8,,,
4713,,35.39,,,
4714,,,,2760.48,
4715,,,,,14.98
4716,,,7.01,,
4717,,34.54,,,
4718,,,7.63,,
4719,,24.94,,,
4720,,28.03,,,
